material_id,formula,band_gap,hull_eV,formation_eV,density,point_group,spacegroup,crystal_system,piezoelectric_modulus,refractive_index,e_total,e_electronic,photonic_score,photonic_notes
mp-20496,Ga2PbO4,3.4457000000000004,0.0,-2.0700189085714276,6.412771573477277,mm2,Ama2,Orthorhombic,1.0730014491602091,2.0249239804660983,21.639104953333334,4.100317126666668,11,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.45 eV — transparent at 775nm | ✓ n=2.02 — ideal waveguide confinement | ✓ Piezo=1.07 C/m² — strong χ⁽²⁾ proxy
mp-1194847,YB3H33N7,5.4364,0.0056640455965997205,-0.3789336812973435,0.9746900780981798,mm2,Pca2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.44 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1194737,YB3H27N5,4.8172,0.054231955104158125,-0.3382943995717653,1.0812250306845477,6,P6_3,Hexagonal,0.0,,,,6,✓ Noncentro (6) — χ⁽²⁾ allowed | ✓ Gap 4.82 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1195041,YB3H15N,4.611800000000001,0.09030234518749225,-0.27668762132639346,1.302743840053492,mm2,Cmc2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.61 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1196152,YB3(H6N)4,4.0868,0.06890283261718722,-0.3290744536588548,1.0202475141149503,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.09 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1195997,YB3(H5N)6,4.279,0.03869354009375847,-0.34947206930207597,0.9428518523952101,23,P2_13,Cubic,0.0,,,,6,✓ Noncentro (23) — χ⁽²⁾ allowed | ✓ Gap 4.28 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2713858,YAl(SO4)3,5.0684,0.031633302671571606,-2.4590641644607847,2.6850607489953155,32,P321,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 5.07 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1100876,YBO3,4.4,0.07649623866666744,-3.4457634138333333,3.9849785539745217,mm2,Ama2,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.40 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-675179,Ba3Bi2F12,5.1102,0.06589137784313337,-3.4760176547058825,5.785193932653532,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 5.11 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1228181,Ba3Be2B5HO13,3.6139239882775067,0.030526318024845622,-2.9764279746701394,3.764797250864631,m,Cm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.61 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-554479,Ba3BPO7,3.3416,0.018078683541666862,-3.2105253719841262,4.6429896068643774,6mm,P6_3mc,Hexagonal,0.0,,,,6,✓ Noncentro (6mm) — χ⁽²⁾ allowed | ✓ Gap 3.34 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2712533,Na3Mg2Al2PS5O24,4.9098999999999995,0.026619199234232838,-2.427825436746329,2.671604345193822,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.91 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-735483,Na3LiMo2(H6O7)2,4.6221,0.008728226875000189,-1.665262489920977,2.3596999589214636,3m,R3c,Trigonal,0.0,,,,6,✓ Noncentro (3m) — χ⁽²⁾ allowed | ✓ Gap 4.62 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-758222,LiFePO4,3.5956999999999995,0.05878357785714172,-2.4211124368537416,3.306896831161877,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.60 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-757754,LiFePO4,3.1047000000000002,0.06679785761904711,-2.4130981570918366,2.4735451837744793,622,P6_222,Hexagonal,0.43957,1.6319042077687445,5.889311662571358,2.6631113433333335,6,✓ Noncentro (622) — χ⁽²⁾ allowed | △ Gap 3.10 eV — marginal TPA risk | △ n=1.63 — weak confinement | △ Piezo=0.44 C/m² — moderate
mp-757447,LiFeSiO4,3.1533,0.04424487142857281,-2.5042313936904756,2.67044439398329,23,P2_13,Cubic,0.11130666666666601,1.7429219374372449,6.845052403333334,3.0377768799999996,6,✓ Noncentro (23) — χ⁽²⁾ allowed | △ Gap 3.15 eV — marginal TPA risk | △ n=1.74 — weak confinement | △ Piezo=0.11 C/m² — moderate
mp-772507,Na3Li3Mn2P2(CO7)2,3.487,0.031233804807709653,-2.38302005978022,2.79772179357193,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.49 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-757465,LiFePO4,3.3556999999999997,0.09566839749999989,-2.3842276172108834,2.9580864198422345,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.36 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-757097,LiFePO4,3.523,0.013923372857142624,-2.465972641853741,2.9194648177495752,mm2,Pca2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.52 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-757027,LiFePO4,3.5233,0.01592668785714224,-2.4639693268537406,2.882703066480476,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.52 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-756958,LiFePO4,3.5818,0.008219499285714527,-2.471676515425169,2.837911591903285,m,Pc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.58 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-753407,LiFePO4,3.4131,0.09395342000000007,-2.385942594710883,3.4610104640407418,2,C2,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.41 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-705312,LiFePO4,3.551,0.016427909761904225,-2.463468104948979,3.563942562018025,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.55 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-26791,LiFePO4,3.7805999999999997,0.04564790214285619,-2.434248112568027,2.9918786675716973,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.78 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-26611,LiFePO4,3.5239,0.05570094452380925,-2.4241950701870745,3.412225666709107,3m,P31c,Trigonal,0.0,,,,6,✓ Noncentro (3m) — χ⁽²⁾ allowed | ✓ Gap 3.52 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-26041,LiFePO4,3.8266,0.010525179285714614,-2.469370835425169,2.9138391566612647,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.83 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1651026,LiFePH2O5,3.869,0.04087641175000023,-2.0790516965476193,2.5779922251527188,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.87 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1638522,LiFePH2O5,3.5813999999999995,0.08957694025000063,-2.0303511680476185,2.688369829928696,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.58 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-772138,LiFePO4,3.2872,0.050687277142857035,-2.4292087375680262,2.356538816824277,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.29 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-771021,Na3Li3Mn2P2(CO7)2,3.5219,0.024130802884632097,-2.390123061703297,2.763591301336462,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.52 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-770929,Na3Li3Mn2P2(CO7)2,3.4453,0.024137938846171103,-2.390115925741758,2.759115235460676,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.45 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-770835,Na3Li3Mn2P2(CO7)2,3.3298999999999994,0.03838798346155592,-2.3758658811263733,2.834467270306747,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.33 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1176362,Na3Li3Fe2P2(CO7)2,3.9174999999999995,0.02949174961538148,-2.2996581895547554,2.861002891194187,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.92 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1176354,Na3Li3Fe2P2(CO7)2,3.9236000000000004,0.026841761346150683,-2.3023081778239862,2.8646672299480733,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.92 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1176351,Na3Li3Fe2P2(CO7)2,3.8891,0.024617312499996657,-2.3045326266701402,2.858556726294261,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.89 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-776731,Na3Li3Fe2P2(CO7)2,3.992,0.034720259230765826,-2.2944296799393706,2.8548967265982665,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.99 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-772069,LiFePO4,3.2763,0.09458068357142846,-2.3853153311394553,2.7882019883891163,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.28 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-765651,LiFePO4,3.4326999999999996,0.08716449119047542,-2.392731523520408,3.1440019985953764,3m,P31c,Trigonal,0.0,,,,6,✓ Noncentro (3m) — χ⁽²⁾ allowed | ✓ Gap 3.43 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-765627,LiFePO4,3.3899,0.05146076999999938,-2.428435244710884,2.9394083664455244,m,Pc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.39 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-765594,LiFePO4,3.4966999999999997,0.011425755892857659,-2.468470258818026,2.931397274056826,mm2,Pca2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.50 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-765591,LiFePO4,3.3829,0.060190832142857253,-2.4197051825680265,2.772442060725651,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.38 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-765590,LiFePO4,3.6405000000000003,0.07581576035714299,-2.4040802543537407,3.333859340094285,222,P2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.64 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-758926,LiFePO4,3.5158,0.0645467514285718,-2.415349263282312,3.4294724805664294,mm2,Fdd2,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.52 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-758598,LiFePO4,3.3005,0.07965910083333227,-2.4002369138775514,2.997876558286459,6,P6_1,Hexagonal,0.0,,,,6,✓ Noncentro (6) — χ⁽²⁾ allowed | ✓ Gap 3.30 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-758459,LiFePO4,3.2958999999999996,0.08299894999999946,-2.396897064710884,3.2046556042182437,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.30 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715398,Na3LaZrSi(PO6)2,3.7358,0.09517598266667004,-3.0426936130461826,3.2239976903385705,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.74 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715330,Na3LaZrSi(PO6)2,3.4136999999999995,0.09212719895833654,-3.045742396754517,3.2239317059227335,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.41 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716564,Na3LaZr3(PO4)6,4.0042,0.03538896657657098,-3.123116021540408,3.1042658270550567,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.00 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715131,Na3LaZn3(SO4)6,3.7299,0.04226010397522373,-2.1123555265082334,3.0030922450466186,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.73 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715412,Na3LaY(PO4)3,4.495500000000001,0.048253453166668514,-3.0689187500283253,3.1474679352304196,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.50 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-558512,Na3LaV2O8,3.7631000000000006,0.006120772499999205,-2.683029873152709,3.556936621508281,mm2,Pca2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.76 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715362,Na3LaSc(PO4)3,4.4424,0.05821560616666943,-3.0428877297783252,3.0854084984363177,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.44 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715272,Na3LaSc(PO4)3,4.369400000000001,0.05164161070833462,-3.0494617252366596,3.060971785529002,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.37 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1222389,LiFeSO4F,4.3426,0.009223795156249714,-2.184389943229167,3.074643842021419,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.34 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1661648,LiFePO4,3.7629,0.0657520560714282,-2.4141439586394546,3.41875415480933,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.76 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1661570,LiFePO4,3.8287,0.02875341428571332,-2.4511426004251695,3.071255451669177,222,P2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.83 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1301965,LiFePO4,3.5414,0.0613367846428563,-2.418559230068027,2.4517869563587813,1,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.54 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1176699,LiFePO4,3.3194,0.08229212035714184,-2.397603894353741,2.9129050186440857,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.32 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-772210,LiFePO4,3.4778999999999995,0.014891454999999887,-2.4650045597108834,2.916183923290212,1,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.48 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-772484,Na3Li3Mn2P2(CO7)2,3.4958,0.036483167884632905,-2.3777706967032968,2.824454552834353,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.50 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-772236,Na3Li3Mn2P2(CO7)2,3.5248,0.03487627557694051,-2.3793775890109896,2.8171697597492704,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.52 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715314,Na3LaHfSi(PO6)2,4.3251,0.09853209560416509,-3.070835463671183,3.7644071977528353,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.33 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2714665,Na3LaHf3(PO4)6,4.7579,0.04013334367116528,-3.178214119107976,3.966310226655518,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.76 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715470,Na3LaGa(PO4)3,3.5239,0.09327245666666517,-2.7760150377783246,3.3733567804848823,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.52 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715371,Na3LaAl(PO4)3,4.2444,0.0847016469687496,-2.9291431046533254,3.1874014988160777,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.24 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715298,Na3LaAl(PO4)3,4.4038,0.07396656830208226,-2.939878183319993,3.244937128736796,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.40 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1173723,Na3La5Cl18,4.4043,0.016328474423075612,-2.673855014582228,3.570221220002763,-6,P-6,Hexagonal,0.0,,,,6,✓ Noncentro (-6) — χ⁽²⁾ allowed | ✓ Gap 4.40 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2714014,Na3La4P3(SO8)3,4.4666,0.0900801251801786,-2.8726593165918883,3.0013402965032165,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.47 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716088,Na3La3TaP5SO24,3.2116,0.09704074141891184,-2.9868532181221332,3.349351813376047,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.21 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716050,Na3La2Zr2P5SO24,3.9802999999999997,0.07391357054053582,-3.0315046089599704,3.076035183736002,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.98 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-772931,Na3Li3Fe2P2(CO7)2,3.7783000000000007,0.029437025384612348,-2.2997129137855246,2.870488327280776,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.78 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-772851,Na3Li3Fe2P2(CO7)2,3.7383000000000006,0.030117454230765617,-2.2990324849393713,2.8548040855079058,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.74 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-771022,Na3Li3Fe2P2(CO7)2,3.7141,0.03016591519230527,-2.298984023977832,2.855709498699418,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.71 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-771006,Na3Li3Fe2P2(CO7)2,3.7557,0.024756896153843577,-2.3043930430162933,2.8343717951905263,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.76 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-755665,Na3Li3Fe2P2(CO7)2,3.8263999999999996,0.025694476923074916,-2.3034554622470624,2.8408533344250233,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.83 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-758574,LiFeSiO4,2.963,0.034980864285715896,-2.513495400833333,2.8753599827639453,mm2,Pna2_1,Orthorhombic,0.671869272031397,1.7692414749453127,6.3871476299999985,3.130215396666666,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.96 eV — marginal TPA risk | △ n=1.77 — weak confinement | △ Piezo=0.67 C/m² — moderate
mp-1210927,Na3Li(MoO4)2,4.306900000000001,0.0769174160714341,-2.1036289451765193,2.6932016757285995,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.31 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-752671,Ba2SrI6,4.0581000000000005,0.018190088611110156,-2.002679033333333,3.9180987500816045,32,P321,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 4.06 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1228533,Ba2SrCa3Mg2(SiO4)4,4.8906,0.016941864151786667,-3.374907258214285,4.093027710810392,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.89 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1228542,Ba2Sr3CaMg2(SiO4)4,4.755699999999999,0.011204512098215602,-3.3705410774999995,4.402614890521567,m,Pm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.76 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2714007,YSc(SO4)3,4.2927,0.006975206544116652,-2.6059976986764712,2.51990716958419,32,P321,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 4.29 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1195317,Ba3B3Pb2ClO9,3.3654463661860476,0.01562674739583514,-2.7313506037499997,5.577293238653489,222,C222_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.37 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1194742,Ba3B3Pb2BrO9,3.259380823473001,0.007996976284725399,-2.706686904583331,5.856489622532105,222,C222_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.26 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1194837,Ba3As2H34O25,4.1769,0.02446937988281217,-1.5419969964453126,2.631125446888666,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.18 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-555438,Ba3AlF9,6.4449,0.019172446346157557,-4.08410520125,4.733524186722816,mm2,Pnc2,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 6.44 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1229132,Ba3Al2Ga2(FeO6)2,3.2184,0.014656707023807058,-2.7088884330952387,4.381969045529258,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.22 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1214740,Ba2Zr2(SiO4)3,4.2762,0.028410998157898604,-3.4948259459210527,4.250306654990643,23,P2_13,Cubic,0.0,,,,6,✓ Noncentro (23) — χ⁽²⁾ allowed | ✓ Gap 4.28 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1049278,Ba2YCo2F11,3.3276,0.06313144208333288,-3.493489180104167,4.64891807692827,3,P3_2,Trigonal,0.0,,,,6,✓ Noncentro (3) — χ⁽²⁾ allowed | ✓ Gap 3.33 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-768983,Ba2YCl7,4.6338,0.03936578174999994,-2.8349375982500007,3.282602033592693,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 4.63 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-768373,Ba2YBr7,3.8550999999999997,0.03508612375000375,-2.4354931627500003,4.2418789933486,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.86 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-778072,Ba2Y5F19,6.1194,0.09932421663462332,-4.281651369230769,2.7591985308301523,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 6.12 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
